13.8, 1026, 1, LTS, VI
106.5, 1256, 1, RS, IV
106.5, 1286, 1, FS, IV
106.5, 1973, 2, RS, IV
106.6, 1204, 1, RS, IV
106.6, 1211, 1, RS, IV
106.7, 263, 0, LTS, VI
106.7, 1136, 1, FS, V
106.7, 1138, 1, FS, V
106.7, 1151, 1, FS, V
106.7, 1222, 1, RS, IV
106.7, 1236, 1, RS, IV
106.7, 1241, 1, RS, IV
106.8, 1130, 1, FS, V
106.8, 1244, 1, RS, IV
106.9, 1293, 1, FS, IV
106.9, 2012, 2, RS, IV
107.2, 1132, 1, FS, V
107.2, 1248, 1, RS, IV
107.5, 2013, 2, RS, IV
107.6, 1147, 1, FS, V
107.6, 1208, 1, RS, IV
107.6, 1227, 1, RS, IV
107.6, 1974, 2, RS, IV
107.7, 1133, 1, FS, V
107.7, 1278, 1, RS, IV
107.7, 1294, 1, FS, IV
107.8, 1129, 1, FS, V
107.8, 1271, 1, RS, IV
107.9, 497, 0, RS, IV
107.9, 1215, 1, RS, IV
107.9, 1276, 1, RS, IV
108, 465, 0, RS, IV
108, 1207, 1, RS, IV
108, 1252, 1, RS, IV
108, 1285, 1, FS, IV
108, 1299, 1, LTS, IV
108.1, 517, 0, RS, IV
108.1, 524, 0, FS, IV
108.1, 534, 0, FS, IV
108.1, 1253, 1, RS, IV
108.1, 2007, 2, RS, IV
108.2, 530, 0, FS, IV
108.2, 1122, 1, FS, V
108.2, 1295, 1, FS, IV
108.2, 2046, 2, FS, IV
108.3, 525, 0, FS, IV
108.3, 2048, 2, FS, IV
108.4, 460, 0, RS, IV
108.4, 1287, 1, FS, IV
108.4, 1292, 1, FS, IV
108.4, 2049, 2, FS, IV
108.5, 2047, 2, FS, IV
108.5, 2050, 2, FS, IV
108.6, 474, 0, RS, IV
108.6, 532, 0, FS, IV
108.6, 2044, 2, FS, IV
108.7, 1296, 1, FS, IV
108.7, 1494, 1, FS, III
108.7, 2056, 2, FS, IV
108.8, 523, 0, FS, IV
108.8, 528, 0, FS, IV
108.8, 535, 0, FS, IV
108.8, 1311, 1, RS, III
108.8, 1387, 1, RS, III
108.8, 1508, 1, LTS, III
108.8, 2055, 2, FS, IV
108.9, 522, 0, FS, IV
108.9, 527, 0, FS, IV
108.9, 531, 0, FS, IV
108.9, 1280, 1, RS, IV
108.9, 1283, 1, FS, IV
108.9, 1289, 1, FS, IV
108.9, 1451, 1, RS, III
108.9, 1459, 1, RS, III
108.9, 2045, 2, FS, IV
108.9, 2053, 2, FS, IV
109, 526, 0, FS, IV
109, 1366, 1, RS, III
109, 1399, 1, RS, III
109, 1446, 1, RS, III
109, 1460, 1, RS, III
109, 1472, 1, RS, III
109.1, 1290, 1, FS, IV
109.1, 1291, 1, FS, IV
109.1, 1314, 1, RS, III
109.1, 1355, 1, RS, III
109.1, 1391, 1, RS, III
109.1, 1402, 1, RS, III
109.1, 1405, 1, RS, III
109.1, 1432, 1, RS, III
109.1, 1483, 1, FS, III
109.1, 1487, 1, FS, III
109.1, 1489, 1, FS, III
109.1, 1499, 1, FS, III
109.2, 529, 0, FS, IV
109.2, 533, 0, FS, IV
109.2, 1284, 1, FS, IV
109.2, 1328, 1, RS, III
109.2, 1336, 1, RS, III
109.2, 1357, 1, RS, III
109.2, 1374, 1, RS, III
109.2, 1393, 1, RS, III
109.2, 1394, 1, RS, III
109.2, 1404, 1, RS, III
109.2, 1437, 1, RS, III
109.2, 1440, 1, RS, III
109.2, 1471, 1, RS, III
109.2, 1480, 1, FS, III
109.3, 545, 0, LTS, IV
109.3, 1288, 1, FS, IV
109.3, 1319, 1, RS, III
109.3, 1344, 1, RS, III
109.3, 1348, 1, RS, III
109.3, 1361, 1, RS, III
109.3, 1364, 1, RS, III
109.3, 1484, 1, FS, III
109.3, 1994, 2, RS, IV
109.3, 2051, 2, FS, IV
109.3, 2052, 2, FS, IV
109.4, 1286, 1, FS, IV
109.4, 1317, 1, RS, III
109.4, 1330, 1, RS, III
109.4, 1353, 1, RS, III
109.4, 1395, 1, RS, III
109.4, 1414, 1, RS, III
109.4, 1491, 1, FS, III
109.4, 2054, 2, FS, IV
109.5, 1300, 1, LTS, IV
109.5, 1301, 1, LTS, IV
109.5, 1335, 1, RS, III
109.5, 1373, 1, RS, III
109.5, 1389, 1, RS, III
109.5, 1431, 1, RS, III
109.5, 1447, 1, RS, III
109.5, 1476, 1, RS, III
109.5, 1481, 1, FS, III
109.6, 1333, 1, RS, III
109.6, 1384, 1, RS, III
109.6, 1390, 1, RS, III
109.6, 1418, 1, RS, III
109.6, 1419, 1, RS, III
109.6, 1428, 1, RS, III
109.6, 1433, 1, RS, III
109.6, 1436, 1, RS, III
109.6, 1475, 1, RS, III
109.6, 2057, 2, FS, IV
109.7, 1298, 1, LTS, IV
109.7, 1315, 1, RS, III
109.7, 1323, 1, RS, III
109.7, 1349, 1, RS, III
109.7, 1354, 1, RS, III
109.7, 1371, 1, RS, III
109.7, 1375, 1, RS, III
109.7, 1378, 1, RS, III
109.7, 1396, 1, RS, III
109.7, 1403, 1, RS, III
109.7, 1408, 1, RS, III
109.7, 1450, 1, RS, III
109.7, 1461, 1, RS, III
109.7, 1468, 1, RS, III
109.7, 1488, 1, FS, III
109.7, 1495, 1, FS, III
109.7, 1502, 1, FS, III
109.8, 1163, 1, LTS, V
109.8, 1266, 1, RS, IV
109.8, 1293, 1, FS, IV
109.8, 1297, 1, LTS, IV
109.8, 1310, 1, RS, III
109.8, 1312, 1, RS, III
109.8, 1321, 1, RS, III
109.8, 1331, 1, RS, III
109.8, 1338, 1, RS, III
109.8, 1362, 1, RS, III
109.8, 1367, 1, RS, III
109.8, 1388, 1, RS, III
109.8, 1398, 1, RS, III
109.8, 1412, 1, RS, III
109.8, 1463, 1, RS, III
109.8, 1478, 1, FS, III
109.8, 1492, 1, FS, III
109.8, 1497, 1, FS, III
109.9, 1308, 1, RS, III
109.9, 1316, 1, RS, III
109.9, 1342, 1, RS, III
109.9, 1356, 1, RS, III
109.9, 1376, 1, RS, III
109.9, 1386, 1, RS, III
109.9, 1411, 1, RS, III
109.9, 1462, 1, RS, III
110, 1309, 1, RS, III
110, 1332, 1, RS, III
110, 1337, 1, RS, III
110, 1346, 1, RS, III
110, 1417, 1, RS, III
110, 1422, 1, RS, III
110, 1425, 1, RS, III
110, 1454, 1, RS, III
110, 1456, 1, RS, III
110, 1477, 1, RS, III
110.1, 1350, 1, RS, III
110.1, 1372, 1, RS, III
110.1, 1381, 1, RS, III
110.1, 1382, 1, RS, III
110.1, 1407, 1, RS, III
110.1, 1443, 1, RS, III
110.1, 1448, 1, RS, III
110.1, 1482, 1, FS, III
110.1, 1493, 1, FS, III
110.1, 1991, 2, RS, IV
110.2, 1305, 1, LTS, IV
110.2, 1392, 1, RS, III
110.2, 1424, 1, RS, III
110.2, 1439, 1, RS, III
110.2, 1445, 1, RS, III
110.2, 1457, 1, RS, III
110.3, 1326, 1, RS, III
110.3, 1351, 1, RS, III
110.3, 1369, 1, RS, III
110.3, 1413, 1, RS, III
110.3, 1415, 1, RS, III
110.3, 1421, 1, RS, III
110.3, 1441, 1, RS, III
110.3, 1452, 1, RS, III
110.3, 1486, 1, FS, III
110.3, 1503, 1, FS, III
110.4, 1365, 1, RS, III
110.4, 1430, 1, RS, III
110.4, 1435, 1, RS, III
110.4, 1466, 1, RS, III
110.4, 1496, 1, FS, III
110.4, 1498, 1, FS, III
110.5, 1303, 1, LTS, IV
110.5, 1307, 1, RS, III
110.5, 1313, 1, RS, III
110.5, 1322, 1, RS, III
110.5, 1327, 1, RS, III
110.5, 1341, 1, RS, III
110.5, 1360, 1, RS, III
110.5, 1423, 1, RS, III
110.5, 1434, 1, RS, III
110.5, 1449, 1, RS, III
110.5, 1455, 1, RS, III
110.5, 1465, 1, RS, III
110.5, 1469, 1, RS, III
110.5, 1470, 1, RS, III
110.6, 1294, 1, FS, IV
110.6, 1324, 1, RS, III
110.6, 1334, 1, RS, III
110.6, 1401, 1, RS, III
110.6, 1406, 1, RS, III
110.6, 1416, 1, RS, III
110.6, 1426, 1, RS, III
110.6, 1464, 1, RS, III
110.6, 1474, 1, RS, III
110.7, 1329, 1, RS, III
110.7, 1343, 1, RS, III
110.7, 1358, 1, RS, III
110.7, 1368, 1, RS, III
110.7, 1442, 1, RS, III
110.7, 1500, 1, FS, III
110.8, 1345, 1, RS, III
110.8, 1377, 1, RS, III
110.8, 1397, 1, RS, III
110.8, 1409, 1, RS, III
110.8, 1420, 1, RS, III
110.8, 1501, 1, FS, III
110.8, 1998, 2, RS, IV
110.9, 1034, 1, RS, V
110.9, 1285, 1, FS, IV
110.9, 1304, 1, LTS, IV
110.9, 1444, 1, RS, III
110.9, 1490, 1, FS, III
110.9, 1504, 1, FS, III
111, 524, 0, FS, IV
111, 534, 0, FS, IV
111, 2806, 3, FS, IV
111.1, 530, 0, FS, IV
111.1, 1295, 1, FS, IV
111.1, 1339, 1, RS, III
111.1, 1347, 1, RS, III
111.1, 1379, 1, RS, III
111.1, 2046, 2, FS, IV
111.2, 525, 0, FS, IV
111.2, 1302, 1, LTS, IV
111.2, 1359, 1, RS, III
111.2, 1370, 1, RS, III
111.2, 2026, 2, RS, IV
111.2, 2048, 2, FS, IV
111.3, 1287, 1, FS, IV
111.3, 1292, 1, FS, IV
111.3, 1320, 1, RS, III
111.3, 2049, 2, FS, IV
111.4, 1325, 1, RS, III
111.4, 1380, 1, RS, III
111.4, 1427, 1, RS, III
111.4, 2047, 2, FS, IV
111.4, 2050, 2, FS, IV
111.5, 532, 0, FS, IV
111.5, 1318, 1, RS, III
111.5, 1453, 1, RS, III
111.5, 2044, 2, FS, IV
111.6, 1026, 1, LTS, VI
111.6, 1296, 1, FS, IV
111.6, 1400, 1, RS, III
111.6, 1429, 1, RS, III
111.6, 2029, 2, RS, IV
111.6, 2056, 2, FS, IV
111.7, 523, 0, FS, IV
111.7, 528, 0, FS, IV
111.7, 535, 0, FS, IV
111.7, 1282, 1, RS, IV
111.7, 1363, 1, RS, III
111.7, 1410, 1, RS, III
111.7, 1438, 1, RS, III
111.7, 1473, 1, RS, III
111.7, 2055, 2, FS, IV
111.8, 522, 0, FS, IV
111.8, 527, 0, FS, IV
111.8, 531, 0, FS, IV
111.8, 1283, 1, FS, IV
111.8, 1289, 1, FS, IV
111.8, 1485, 1, FS, III
111.8, 1494, 1, FS, III
111.8, 2045, 2, FS, IV
111.8, 2053, 2, FS, IV
111.9, 526, 0, FS, IV
111.9, 1383, 1, RS, III
112, 1240, 1, RS, IV
112, 1290, 1, FS, IV
112, 1291, 1, FS, IV
112, 1352, 1, RS, III
112, 1487, 1, FS, III
112.1, 529, 0, FS, IV
112.1, 533, 0, FS, IV
112.1, 1284, 1, FS, IV
112.2, 1234, 1, RS, IV
112.2, 1288, 1, FS, IV
112.2, 2051, 2, FS, IV
112.2, 2052, 2, FS, IV
112.3, 1286, 1, FS, IV
112.3, 1479, 1, FS, III
112.4, 1385, 1, RS, III
112.4, 1489, 1, FS, III
112.5, 1340, 1, RS, III
112.5, 1484, 1, FS, III
112.5, 2057, 2, FS, IV
112.6, 1458, 1, RS, III
112.7, 1293, 1, FS, IV
112.7, 2812, 3, FS, IV
112.9, 1167, 1, IB, V
112.9, 1467, 1, RS, III
112.9, 1491, 1, FS, III
113, 1043, 1, RS, V
113, 1055, 1, RS, V
113, 1064, 1, RS, V
113, 1069, 1, RS, V
113, 1073, 1, RS, V
113, 1091, 1, RS, V
113, 1093, 1, RS, V
113, 1178, 1, IB, V
113, 1191, 1, IB, V
113, 1222, 1, RS, IV
113, 1482, 1, FS, III
113, 1497, 1, FS, III
113, 2814, 3, FS, IV
113.1, 741, 0, FS, III
113.1, 1048, 1, RS, V
113.1, 1066, 1, RS, V
113.1, 1108, 1, RS, V
113.1, 1111, 1, RS, V
113.1, 2025, 2, RS, IV
113.2, 717, 0, FS, III
113.2, 1051, 1, RS, V
113.2, 1087, 1, RS, V
113.2, 1113, 1, RS, V
113.2, 1174, 1, IB, V
113.2, 2809, 3, FS, IV
113.3, 731, 0, FS, III
113.3, 1033, 1, RS, V
113.3, 1076, 1, RS, V
113.3, 1099, 1, RS, V
113.3, 1171, 1, IB, V
113.3, 2807, 3, FS, IV
113.4, 725, 0, FS, III
113.4, 737, 0, FS, III
113.4, 1070, 1, RS, V
113.4, 1085, 1, RS, V
113.4, 1110, 1, RS, V
113.4, 1169, 1, IB, V
113.4, 1184, 1, IB, V
113.4, 1499, 1, FS, III
113.5, 1072, 1, RS, V
113.5, 1074, 1, RS, V
113.5, 1084, 1, RS, V
113.5, 1116, 1, RS, V
113.5, 1180, 1, IB, V
113.5, 1187, 1, IB, V
113.5, 1480, 1, FS, III
113.5, 2810, 3, FS, IV
113.6, 719, 0, FS, III
113.6, 722, 0, FS, III
113.6, 738, 0, FS, III
113.6, 1049, 1, RS, V
113.6, 1058, 1, RS, V
113.6, 1089, 1, RS, V
113.6, 1104, 1, RS, V
113.6, 1107, 1, RS, V
113.6, 1120, 1, RS, V
113.6, 1170, 1, IB, V
113.6, 1175, 1, IB, V
113.6, 1185, 1, IB, V
113.6, 1500, 1, FS, III
113.6, 2808, 3, FS, IV
113.7, 726, 0, FS, III
113.7, 742, 0, FS, III
113.7, 1037, 1, RS, V
113.7, 1053, 1, RS, V
113.7, 1054, 1, RS, V
113.7, 1096, 1, RS, V
113.7, 1106, 1, RS, V
113.7, 1112, 1, RS, V
113.7, 1181, 1, IB, V
113.7, 1183, 1, IB, V
113.8, 735, 0, FS, III
113.8, 1036, 1, RS, V
113.8, 1047, 1, RS, V
113.8, 1050, 1, RS, V
113.8, 1057, 1, RS, V
113.8, 1094, 1, RS, V
113.8, 1172, 1, IB, V
113.8, 1176, 1, IB, V
113.8, 1285, 1, FS, IV
113.8, 1294, 1, FS, IV
113.8, 1481, 1, FS, III
113.9, 734, 0, FS, III
113.9, 1039, 1, RS, V
113.9, 1041, 1, RS, V
113.9, 1045, 1, RS, V
113.9, 1082, 1, RS, V
113.9, 1083, 1, RS, V
113.9, 1168, 1, IB, V
113.9, 1186, 1, IB, V
113.9, 1227, 1, RS, IV
114, 721, 0, FS, III
114, 1061, 1, RS, V
114, 1071, 1, RS, V
114, 1077, 1, RS, V
114, 1078, 1, RS, V
114, 1080, 1, RS, V
114.1, 723, 0, FS, III
114.1, 733, 0, FS, III
114.1, 736, 0, FS, III
114.1, 1040, 1, RS, V
114.1, 1046, 1, RS, V
114.1, 1068, 1, RS, V
114.1, 1098, 1, RS, V
114.1, 1115, 1, RS, V
114.1, 1182, 1, IB, V
114.1, 1188, 1, IB, V
114.1, 2054, 2, FS, IV
114.2, 718, 0, FS, III
114.2, 740, 0, FS, III
114.2, 743, 0, FS, III
114.2, 1056, 1, RS, V
114.2, 1088, 1, RS, V
114.2, 1090, 1, RS, V
114.2, 1095, 1, RS, V
114.2, 1105, 1, RS, V
114.2, 1189, 1, IB, V
114.2, 1190, 1, IB, V
114.2, 2828, 3, LTS, IV
114.3, 730, 0, FS, III
114.3, 739, 0, FS, III
114.3, 1042, 1, RS, V
114.3, 1044, 1, RS, V
114.3, 1052, 1, RS, V
114.3, 1059, 1, RS, V
114.3, 1062, 1, RS, V
114.3, 1063, 1, RS, V
114.3, 1067, 1, RS, V
114.3, 1075, 1, RS, V
114.3, 1079, 1, RS, V
114.3, 1101, 1, RS, V
114.3, 1114, 1, RS, V
114.3, 1119, 1, RS, V
114.3, 1300, 1, LTS, IV
114.3, 2816, 3, FS, IV
114.4, 640, 0, RS, III
114.4, 667, 0, RS, III
114.4, 1035, 1, RS, V
114.4, 1038, 1, RS, V
114.4, 1065, 1, RS, V
114.4, 1102, 1, RS, V
114.4, 1118, 1, RS, V
114.4, 1177, 1, IB, V
114.4, 1192, 1, IB, V
114.5, 617, 0, RS, III
114.5, 720, 0, FS, III
114.5, 727, 0, FS, III
114.5, 729, 0, FS, III
114.5, 1086, 1, RS, V
114.5, 1097, 1, RS, V
114.5, 1179, 1, IB, V
114.6, 1060, 1, RS, V
114.6, 1081, 1, RS, V
114.6, 1092, 1, RS, V
114.6, 1100, 1, RS, V
114.6, 1173, 1, IB, V
114.6, 1297, 1, LTS, IV
114.7, 728, 0, FS, III
114.7, 1103, 1, RS, V
114.8, 724, 0, FS, III
114.8, 732, 0, FS, III
114.8, 1109, 1, RS, V
114.8, 1117, 1, RS, V
114.9, 1121, 1, RS, V
114.9, 1301, 1, LTS, IV
114.9, 2811, 3, FS, IV
114.9, 2817, 3, FS, IV
115.1, 1311, 1, RS, III
115.1, 1387, 1, RS, III
115.2, 1451, 1, RS, III
115.2, 1459, 1, RS, III
115.3, 1366, 1, RS, III
115.3, 1399, 1, RS, III
115.3, 1446, 1, RS, III
115.3, 1460, 1, RS, III
115.3, 1472, 1, RS, III
115.3, 2818, 3, FS, IV
115.4, 1314, 1, RS, III
115.4, 1355, 1, RS, III
115.4, 1391, 1, RS, III
115.4, 1402, 1, RS, III
115.4, 1405, 1, RS, III
115.4, 1432, 1, RS, III
115.4, 2815, 3, FS, IV
115.4, 3009, 3, FS, III
115.5, 1328, 1, RS, III
115.5, 1336, 1, RS, III
115.5, 1357, 1, RS, III
115.5, 1374, 1, RS, III
115.5, 1393, 1, RS, III
115.5, 1394, 1, RS, III
115.5, 1404, 1, RS, III
115.5, 1437, 1, RS, III
115.5, 1440, 1, RS, III
115.5, 1471, 1, RS, III
115.5, 3021, 3, FS, III
115.5, 3444, 4, LTS, V
115.6, 1319, 1, RS, III
115.6, 1344, 1, RS, III
115.6, 1348, 1, RS, III
115.6, 1361, 1, RS, III
115.6, 1364, 1, RS, III
115.6, 2813, 3, FS, IV
115.7, 588, 0, RS, III
115.7, 682, 0, RS, III
115.7, 1317, 1, RS, III
115.7, 1330, 1, RS, III
115.7, 1353, 1, RS, III
115.7, 1395, 1, RS, III
115.7, 1414, 1, RS, III
115.7, 3020, 3, FS, III
115.8, 1335, 1, RS, III
115.8, 1373, 1, RS, III
115.8, 1389, 1, RS, III
115.8, 1431, 1, RS, III
115.8, 1447, 1, RS, III
115.8, 1476, 1, RS, III
115.8, 3000, 3, FS, III
115.9, 1126, 1, FS, V
115.9, 1136, 1, FS, V
115.9, 1333, 1, RS, III
115.9, 1384, 1, RS, III
115.9, 1390, 1, RS, III
115.9, 1418, 1, RS, III
115.9, 1419, 1, RS, III
115.9, 1428, 1, RS, III
115.9, 1433, 1, RS, III
115.9, 1436, 1, RS, III
115.9, 1475, 1, RS, III
115.9, 3022, 3, FS, III
116, 741, 0, FS, III
116, 1129, 1, FS, V
116, 1146, 1, FS, V
116, 1315, 1, RS, III
116, 1323, 1, RS, III
116, 1349, 1, RS, III
116, 1354, 1, RS, III
116, 1371, 1, RS, III
116, 1375, 1, RS, III
116, 1378, 1, RS, III
116, 1396, 1, RS, III
116, 1403, 1, RS, III
116, 1408, 1, RS, III
116, 1450, 1, RS, III
116, 1461, 1, RS, III
116, 1468, 1, RS, III
116, 3013, 3, FS, III
116.1, 717, 0, FS, III
116.1, 1133, 1, FS, V
116.1, 1138, 1, FS, V
116.1, 1150, 1, FS, V
116.1, 1310, 1, RS, III
116.1, 1312, 1, RS, III
116.1, 1321, 1, RS, III
116.1, 1331, 1, RS, III
116.1, 1338, 1, RS, III
116.1, 1362, 1, RS, III
116.1, 1367, 1, RS, III
116.1, 1388, 1, RS, III
116.1, 1398, 1, RS, III
116.1, 1412, 1, RS, III
116.1, 1463, 1, RS, III
116.1, 3001, 3, FS, III
116.1, 3007, 3, FS, III
116.1, 3012, 3, FS, III
116.2, 731, 0, FS, III
116.2, 1131, 1, FS, V
116.2, 1134, 1, FS, V
116.2, 1135, 1, FS, V
116.2, 1137, 1, FS, V
116.2, 1139, 1, FS, V
116.2, 1149, 1, FS, V
116.2, 1308, 1, RS, III
116.2, 1316, 1, RS, III
116.2, 1342, 1, RS, III
116.2, 1356, 1, RS, III
116.2, 1376, 1, RS, III
116.2, 1386, 1, RS, III
116.2, 1411, 1, RS, III
116.2, 1462, 1, RS, III
116.2, 3011, 3, FS, III
116.2, 3014, 3, FS, III
116.2, 3023, 3, FS, III
116.3, 725, 0, FS, III
116.3, 737, 0, FS, III
116.3, 1123, 1, FS, V
116.3, 1125, 1, FS, V
116.3, 1127, 1, FS, V
116.3, 1130, 1, FS, V
116.3, 1142, 1, FS, V
116.3, 1148, 1, FS, V
116.3, 1167, 1, IB, V
116.3, 1309, 1, RS, III
116.3, 1332, 1, RS, III
116.3, 1337, 1, RS, III
116.3, 1346, 1, RS, III
116.3, 1417, 1, RS, III
116.3, 1422, 1, RS, III
116.3, 1425, 1, RS, III
116.3, 1454, 1, RS, III
116.3, 1456, 1, RS, III
116.3, 1477, 1, RS, III
116.3, 3008, 3, FS, III
116.3, 3016, 3, FS, III
116.4, 1122, 1, FS, V
116.4, 1128, 1, FS, V
116.4, 1140, 1, FS, V
116.4, 1143, 1, FS, V
116.4, 1144, 1, FS, V
116.4, 1147, 1, FS, V
116.4, 1151, 1, FS, V
116.4, 1152, 1, FS, V
116.4, 1178, 1, IB, V
116.4, 1191, 1, IB, V
116.4, 1299, 1, LTS, IV
116.4, 1350, 1, RS, III
116.4, 1372, 1, RS, III
116.4, 1381, 1, RS, III
116.4, 1382, 1, RS, III
116.4, 1407, 1, RS, III
116.4, 1443, 1, RS, III
116.4, 1448, 1, RS, III
116.5, 722, 0, FS, III
116.5, 738, 0, FS, III
116.5, 1124, 1, FS, V
116.5, 1132, 1, FS, V
116.5, 1141, 1, FS, V
116.5, 1392, 1, RS, III
116.5, 1424, 1, RS, III
116.5, 1439, 1, RS, III
116.5, 1445, 1, RS, III
116.5, 1457, 1, RS, III
116.5, 3018, 3, FS, III
116.5, 3019, 3, FS, III
116.6, 1145, 1, FS, V
116.6, 1174, 1, IB, V
116.6, 1326, 1, RS, III
116.6, 1351, 1, RS, III
116.6, 1369, 1, RS, III
116.6, 1413, 1, RS, III
116.6, 1415, 1, RS, III
116.6, 1421, 1, RS, III
116.6, 1441, 1, RS, III
116.6, 1452, 1, RS, III
116.6, 1498, 1, FS, III
116.6, 3003, 3, FS, III
116.7, 1171, 1, IB, V
116.7, 1365, 1, RS, III
116.7, 1430, 1, RS, III
116.7, 1435, 1, RS, III
116.7, 1466, 1, RS, III
116.7, 1890, 2, FS, V
116.8, 364, 0, FS, V
116.8, 371, 0, FS, V
116.8, 375, 0, FS, V
